KIC           t_start       t_end         t_max         flux_max      raw_integral  energy        fit_amp       fit_fwhm      fit_t_start   fit_t_end     fit_t_max     fit_integral  fit_stdev     
005176547     2455425.3330  2455425.3943  2455425.3739  56.8466       1.88933861    1.0001E+34    57.8512       0.0417        2455425.3377  2455425.3999  2455425.3534  4.42107025    19.61501762   
005176547     2455430.2166  2455430.2779  2455430.2370  633.4676      18.15735727   1.1145E+35    475.8331      0.0173        2455430.2154  2455430.3669  2455430.2285  15.14348300   15.66890777   
005176547     2455437.0004  2455437.0822  2455437.0413  76.6529       3.60829754    2.0229E+34    76.2989       0.0417        2455437.0104  2455437.1159  2455437.0310  5.83480535    15.21040923   
005176547     2455441.7001  2455441.7614  2455441.7409  148.5847      3.36301648    2.6141E+34    125.8708      0.0323        2455441.7022  2455441.8352  2455441.7213  7.43593754    14.61631516   
005176547     2455448.5451  2455448.6064  2455448.5656  238.0957      7.06519243    4.1888E+34    237.7829      0.0417        2455448.5367  2455448.8104  2455448.5655  18.12394459   14.07180084   
005176547     2455466.2809  2455466.3422  2455466.3218  62.8627       1.90704582    1.1096E+34    74.3585       0.0299        2455466.2911  2455466.3874  2455466.3073  4.08511296    11.45532462   
005176547     2455512.8470  2455512.9083  2455512.8879  51.7020       1.74203269    9.1259E+33    60.5780       0.0497        2455512.8465  2455512.9957  2455512.8729  5.50202020    10.02511471   
005176547     2455539.6956  2455539.7569  2455539.7160  64.4106       2.10896587    1.1369E+34    65.7228       0.0223        2455539.7021  2455539.7769  2455539.7143  2.69558604    9.69709279    
005176547     2455574.1660  2455574.2886  2455574.2069  1111.1781     54.08621024   5.0665E+35    1106.8150     0.0417        2455574.1819  2455574.6524  2455574.2170  84.58263181   18.37752818   
005176547     2455589.6545  2455589.7158  2455589.6750  82.6026       2.86042774    1.5066E+34    82.5057       0.0464        2455589.6495  2455589.7863  2455589.6740  7.00627719    13.94966823   
005176547     2455592.4335  2455592.4948  2455592.4539  80.9642       2.44320366    1.4767E+34    80.8240       0.0417        2455592.4323  2455592.5499  2455592.4539  6.16289731    14.30860389   
005176547     2455598.1958  2455598.3797  2455598.2571  172.7651      17.15004401   1.2604E+35    142.3586      0.1126        2455598.1650  2455598.5566  2455598.2281  29.28706693   20.06819244   
005176547     2455617.9349  2455618.0370  2455617.9757  73.3099       4.18458125    2.6742E+34    85.8101       0.0523        2455617.9506  2455618.1290  2455617.9796  8.22597586    12.39789719   
005176547     2455648.7701  2455649.0970  2455648.8109  1813.1827     122.14609203  2.4815E+36    581.5519      0.1812        2455648.6551  2455650.3995  2455648.7989  192.31744185  15.07815343   
005176547     2455661.3577  2455661.4803  2455661.3985  190.6932      11.53797725   8.6995E+34    190.4209      0.0417        2455661.3803  2455661.6417  2455661.4087  14.51564353   12.20371107   
005176547     2455674.8445  2455674.9466  2455674.8853  513.8439      16.66122233   1.8753E+35    513.4858      0.0417        2455674.8526  2455675.2448  2455674.8853  39.11405362   14.10402155   
005176547     2455684.3056  2455684.3669  2455684.3465  63.2555       1.94827270    1.1543E+34    63.2053       0.0417        2455684.3050  2455684.4160  2455684.3261  4.81502466    11.88769872   
005176547     2455695.6468  2455695.7490  2455695.6877  677.9231      30.60038189   2.4742E+35    677.8919      0.0417        2455695.6531  2455696.1047  2455695.6877  51.60408988   12.67144880   
005176547     2455697.4246  2455697.4859  2455697.4451  49.6589       1.67985272    9.0618E+33    49.4444       0.0417        2455697.4283  2455697.4975  2455697.4450  3.78002336    15.15269135   
005176547     2455713.1796  2455713.2409  2455713.2000  66.7164       2.07935764    1.2174E+34    66.6277       0.0417        2455713.1787  2455713.2920  2455713.2000  5.07847878    12.27451143   
005176547     2455715.7748  2455715.8361  2455715.8157  74.8854       2.05881232    1.3665E+34    92.7601       0.0288        2455715.7879  2455715.8948  2455715.8043  4.89208771    12.16111990   
005176547     2455727.5450  2455727.6472  2455727.5654  247.2002      12.25012138   9.0218E+34    246.2566      0.0417        2455727.5585  2455727.7931  2455727.5858  18.81682813   18.81095662   
005176547     2455734.4314  2455734.4927  2455734.4518  320.6715      9.86912474    5.8516E+34    280.9557      0.0247        2455734.4283  2455734.6019  2455734.4457  12.74228148   14.70291065   
005176547     2455747.7544  2455747.8157  2455747.7953  62.1954       1.47256640    1.1080E+34    45.2221       0.0448        2455747.7504  2455747.8534  2455747.7717  3.70902197    9.95654161    
005176547     2455755.0085  2455755.0902  2455755.0289  113.6879      4.36577947    3.0380E+34    116.6484      0.0343        2455755.0108  2455755.1597  2455755.0315  7.33253250    12.73571060   
005176547     2455768.5358  2455768.5971  2455768.5562  77.4519       2.46696181    1.3798E+34    77.1930       0.0417        2455768.5345  2455768.6521  2455768.5561  5.89562515    13.70169926   
005176547     2455774.9111  2455774.9928  2455774.9520  83.3461       3.46384349    2.2272E+34    83.3262       0.0417        2455774.9192  2455775.0497  2455774.9417  6.34437774    13.17193468   
005176547     2455791.0536  2455791.1149  2455791.0741  112.2106      3.33240719    1.9990E+34    112.1868      0.0417        2455791.0515  2455791.1833  2455791.0741  8.54156521    17.55127485   
005176547     2455792.1979  2455792.2592  2455792.2184  130.2243      3.96301574    2.3199E+34    129.9802      0.0417        2455792.1940  2455792.3582  2455792.2183  9.91275465    15.90560847   
005176547     2455807.3595  2455807.4412  2455807.3799  253.3775      11.62757815   6.7706E+34    270.8582      0.0358        2455807.3486  2455807.6244  2455807.3747  17.80631016   11.84841299   
005176547     2455828.2216  2455828.3238  2455828.2625  80.3961       5.01516128    2.8643E+34    93.2702       0.0754        2455828.2234  2455828.4765  2455828.2652  12.85716689   13.68639593   
005176547     2455843.6688  2455843.7506  2455843.7097  279.1449      9.35431294    7.4323E+34    278.4186      0.0417        2455843.6707  2455843.9420  2455843.6994  21.24860673   16.74716408   
005176547     2455846.8564  2455846.9177  2455846.8768  63.6801       1.97345361    1.1303E+34    63.5975       0.0417        2455846.8582  2455846.9418  2455846.8768  4.84736013    16.09998698   
005176547     2455877.8119  2455877.8936  2455877.8323  155.5904      7.28534848    4.1426E+34    177.4044      0.0391        2455877.8066  2455878.0260  2455877.8323  12.68283878   13.59078681   
005176547     2455878.5883  2455878.6905  2455878.6292  200.1768      9.00841299    7.1063E+34    199.2924      0.0417        2455878.6012  2455878.8525  2455878.6291  15.23741313   13.67165118   
005176547     2455913.9368  2455913.9981  2455913.9573  122.6773      4.18227189    2.1776E+34    122.5353      0.0417        2455913.9317  2455914.1218  2455913.9572  9.33825099    12.52428841   
005176547     2455941.5622  2455941.6235  2455941.5826  83.6328       2.62466069    1.5021E+34    83.6815       0.0161        2455941.5725  2455941.6331  2455941.5817  2.46671182    10.79775368   
005176547     2455946.8953  2455946.9566  2455946.9362  165.4393      4.61753757    2.9715E+34    150.4659      0.0247        2455946.8966  2455947.0297  2455946.9126  6.79324071    12.24027700   
005176547     2455956.2333  2455956.3355  2455956.2742  345.0176      11.49551648   1.2394E+35    344.8579      0.0417        2455956.2432  2455956.5817  2455956.2742  26.26301492   13.40173738   
005176547     2455992.4828  2455992.5849  2455992.5236  115.0515      6.28469568    4.1331E+34    110.9866      0.0489        2455992.4957  2455992.6484  2455992.5220  9.90874888    17.61299262   
005176547     2456003.7624  2456003.8850  2456003.7828  981.7754      40.41327514   4.4086E+35    981.2112      0.0417        2456003.7774  2456004.2763  2456003.8135  74.73298155   13.50993553   
005176547     2456008.0945  2456008.1558  2456008.1149  115.6881      3.45765067    2.0780E+34    113.4713      0.0195        2456008.1013  2456008.1816  2456008.1128  4.06409697    13.22739846   
005176547     2456019.0268  2456019.0881  2456019.0472  55.8839       1.85125401    9.9613E+33    64.1812       0.0341        2456019.0321  2456019.1289  2456019.0498  4.01512902    11.32625505   
005176547     2456029.9388  2456030.0614  2456030.0001  72.5955       5.32563369    3.2350E+34    135.9976      0.0279        2456029.9517  2456030.1040  2456029.9698  6.95324957    10.88354475   
005176547     2456034.7204  2456034.8226  2456034.7613  114.6679      7.41942235    4.0879E+34    132.7432      0.0658        2456034.7257  2456034.9523  2456034.7624  16.00553778   18.97856074   
005176547     2456040.0130  2456040.1764  2456040.0334  1756.2763     65.17149564   1.0957E+36    490.6192      0.1466        2456039.9344  2456041.0548  2456040.0414  131.48342936  21.74317390   
005176547     2456044.0999  2456044.1612  2456044.1203  99.4628       3.30125062    1.7729E+34    111.0238      0.0271        2456044.1045  2456044.2325  2456044.1213  5.51802539    10.88496485   
005176547     2456063.6966  2456063.8396  2456063.7375  1054.2159     49.50594992   5.6375E+35    199.1200      0.0988        2456063.6699  2456064.1454  2456063.7316  35.94796225   18.97539501   
005176547     2456071.2574  2456071.3187  2456071.2982  639.6256      6.04440337    1.1401E+35    342.2827      0.0096        2456071.2906  2456071.3803  2456071.2981  6.05248923    9.69575903    
005176547     2456088.4428  2456088.5041  2456088.4632  61.5247       2.04187889    1.0967E+34    67.4082       0.0366        2456088.4434  2456088.5740  2456088.4640  4.51653122    9.24410267    
005176547     2456094.5322  2456094.6140  2456094.5731  38.6741       1.99886008    1.0340E+34    34.9077       0.0531        2456094.5233  2456094.6356  2456094.5476  3.39349661    8.37794864    
005176547     2456094.9000  2456094.9613  2456094.9205  52.0887       1.81385933    9.2848E+33    51.9856       0.0417        2456094.8989  2456095.0148  2456094.9204  3.96500892    9.35125905    
005176547     2456100.2334  2456100.4786  2456100.2538  293.4536      25.59029091   2.8769E+35    382.8051      0.0158        2456100.2359  2456100.3893  2456100.2484  11.03148264   9.63193856    
005176547     2456118.3177  2456118.3994  2456118.3586  112.2439      4.20193530    3.0261E+34    112.1388      0.0417        2456118.3253  2456118.4650  2456118.3483  8.54408511    16.47050131   
005176547     2456119.9728  2456120.1568  2456119.9933  647.3745      41.46823925   4.6541E+35    273.6241      0.1983        2456119.8619  2456121.2549  2456120.0024  96.02662303   14.30246258   
005176547     2456130.0673  2456130.1694  2456130.0877  1923.9679     64.99982767   6.9159E+35    905.4839      0.1024        2456129.9954  2456131.2082  2456130.0839  169.55143865  12.93785228   
005176547     2456136.4835  2456136.5448  2456136.5244  97.2852       2.37910842    1.7485E+34    88.4702       0.0275        2456136.4900  2456136.5920  2456136.5057  4.44656518    11.59081992   
005176547     2456152.6466  2456152.7488  2456152.6875  207.3090      10.66771288   7.4518E+34    207.0978      0.0417        2456152.6573  2456152.9702  2456152.6875  15.78045586   9.50295579    
005176547     2456158.0411  2456158.1024  2456158.0820  162.9923      4.00318047    2.9294E+34    170.7568      0.0302        2456158.0495  2456158.2216  2456158.0693  9.47009026    12.82118615   
005176547     2456160.2479  2456160.3297  2456160.2684  270.3774      12.26857638   7.2891E+34    270.3078      0.0417        2456160.2498  2456160.5226  2456160.2786  20.58127581   16.05931552   
005176547     2456167.1953  2456167.3179  2456167.2362  650.8894      29.04327131   2.9245E+35    407.5341      0.0499        2456167.1773  2456167.5675  2456167.2140  37.17487482   17.19380485   
005176547     2456180.7017  2456180.7630  2456180.7426  41.0751       1.44780792    7.3822E+33    41.0654       0.0417        2456180.7045  2456180.7807  2456180.7222  3.12666929    11.39846106   
005176547     2456186.6478  2456186.7499  2456186.6682  248.2864      13.85104034   8.9246E+34    248.2296      0.0417        2456186.6605  2456186.9140  2456186.6886  18.89976731   16.71553408   
005176547     2456191.1839  2456191.2452  2456191.2044  166.6318      5.41433613    2.9947E+34    166.5955      0.0417        2456191.1787  2456191.3727  2456191.2044  12.68415191   16.57745002   
005176547     2456199.8884  2456199.9906  2456199.9088  727.4164      25.98027694   2.6146E+35    297.0019      0.0978        2456199.8327  2456200.5814  2456199.9041  53.11115626   13.10864813   
005176547     2456212.1685  2456212.2298  2456212.1889  80.1722       2.52628390    1.4860E+34    135.9746      0.0417        2456212.1643  2456212.3332  2456212.1889  10.35210334   16.07474648   
005176547     2456212.2502  2456212.3320  2456212.2707  136.5269      6.50738233    3.7959E+34    136.0671      0.0417        2456212.2553  2456212.4466  2456212.2808  10.39239549   13.82753358   
005176547     2456222.3440  2456222.4053  2456222.3849  82.5278       2.17234897    1.5297E+34    82.5174       0.0417        2456222.3409  2456222.4906  2456222.3645  6.28203891    11.21477566   
005176547     2456228.8825  2456228.9438  2456228.9029  120.2358      3.67155473    2.2286E+34    132.8689      0.0158        2456228.8958  2456228.9693  2456228.9055  3.85850012    13.29209323   
005176547     2456239.2419  2456239.3032  2456239.2623  106.8490      3.51168145    1.9805E+34    128.0355      0.0187        2456239.2520  2456239.3285  2456239.2630  4.37856450    14.95500544   
005176547     2456243.4101  2456243.4714  2456243.4306  51.9076       1.75643656    9.6213E+33    51.8766       0.0417        2456243.4099  2456243.5148  2456243.4305  3.95123293    10.34923349   
005176547     2456257.3860  2456257.4882  2456257.4269  183.1802      10.46788283   6.7907E+34    182.7291      0.0417        2456257.3996  2456257.6316  2456257.4268  13.94373897   14.17480464   
005176547     2456262.8211  2456262.9028  2456262.8415  762.4397      22.47921182   2.1198E+35    759.3933      0.0417        2456262.8158  2456263.3099  2456262.8517  58.03673526   10.82624430   
005176547     2456266.8259  2456266.8872  2456266.8463  115.0629      3.83639748    2.1327E+34    114.8723      0.0417        2456266.8218  2456266.9890  2456266.8463  8.75863497    13.77103237   
005176547     2456272.4858  2456272.5471  2456272.5062  105.2039      3.54634911    1.9500E+34    105.1524      0.0417        2456272.4829  2456272.6273  2456272.5062  8.00817584    14.87959144   
005176547     2456275.2850  2456275.3463  2456275.3055  66.4220       2.14523892    1.2312E+34    66.1206       0.0417        2456275.2862  2456275.3768  2456275.3054  5.05602614    15.45118683   
005176547     2456296.6782  2456296.7804  2456296.6986  140.7527      7.55472859    5.2179E+34    140.1265      0.0417        2456296.6939  2456296.8755  2456296.7190  10.71406456   15.23001180   
005176547     2456302.8694  2456302.9307  2456302.8898  301.0212      9.18956694    5.5797E+34    260.5625      0.0208        2456302.8695  2456303.0114  2456302.8841  9.98684266    14.50708526   
005176547     2456308.8563  2456308.9176  2456308.8971  235758.7324   9754.23305074 4.5017E+37    259781.8852   0.3949        2456308.4958  2456319.4860  2456308.8906  187435.0574728744.97007882   
005176547     2456362.7804  2456362.8417  2456362.8008  1181.3282     37.46914226   2.2558E+35    1180.9736     0.0417        2456362.7737  2456363.0019  2456362.8008  89.92334090   93.75670082   
005176547     2456400.2977  2456400.3590  2456400.3385  60.9767       1.80122070    1.1359E+34    60.7428       0.0417        2456400.2964  2456400.4144  2456400.3180  4.64153235    10.74470536   
005176547     2456406.5915  2456406.6528  2456406.6323  131.7129      3.58116908    2.4537E+34    138.6987      0.0233        2456406.6023  2456406.6849  2456406.6154  5.92967478    19.22061919   
005176547     2456408.5940  2456408.6962  2456408.6145  95.5164       6.37425566    3.5587E+34    56.8979       0.0901        2456408.5845  2456408.7277  2456408.6199  9.38059883    18.15622253   
005176547     2456409.9019  2456409.9836  2456409.9427  455.3245      13.48468900   1.2723E+35    454.8777      0.0417        2456409.9014  2456410.2417  2456409.9325  34.65950880   17.48166152   
005182832     2455117.8259  2455117.8872  2455117.8668  52.8111       1.30150239    6.0030E+33    45.6121       0.0385        2455117.8256  2455117.9453  2455117.8463  3.21580010    7.28500711    
005182832     2455130.6168  2455130.6781  2455130.6372  27.7139       0.91676414    3.1502E+33    27.7060       0.0417        2455130.6179  2455130.7079  2455130.6372  2.10959355    6.49847312    
005182832     2455216.1283  2455216.1896  2455216.1692  41.9217       1.13207468    4.8245E+33    35.2721       0.0246        2455216.1310  2455216.2096  2455216.1443  1.58689153    5.45395562    
005182832     2455235.0090  2455235.0703  2455235.0294  30.6430       0.86782895    3.5266E+33    30.5882       0.0417        2455235.0077  2455235.1270  2455235.0294  2.33256497    5.33269594    
005182832     2455263.3713  2455263.4327  2455263.4122  40.3629       0.95412350    4.6453E+33    40.3083       0.0417        2455263.3684  2455263.5140  2455263.3918  3.07243931    5.66097926    
005182832     2455326.7590  2455326.8203  2455326.7795  37.5990       1.27215294    4.2484E+33    37.5731       0.0417        2455326.7571  2455326.8869  2455326.7795  2.86205331    5.97775222    
005182832     2455353.6917  2455353.7734  2455353.7121  81.3392       3.72704366    1.3786E+34    81.2803       0.0417        2455353.6954  2455353.9182  2455353.7223  6.19160505    6.68668258    
005182832     2455366.5449  2455366.6062  2455366.5857  39.4430       1.34706798    4.4567E+33    41.5144       0.0449        2455366.5404  2455366.6754  2455366.5642  3.41830794    6.88342965    
005182832     2455380.4197  2455380.4810  2455380.4401  32.7846       1.00923114    3.6363E+33    32.6695       0.0417        2455380.4192  2455380.5263  2455380.4400  2.49555831    6.40190297    
005182832     2455385.3034  2455385.3647  2455385.3238  57.6550       1.81476015    6.3948E+33    63.9512       0.0237        2455385.3122  2455385.4115  2455385.3263  2.77519788    7.28152267    
005182832     2455418.3040  2455418.3653  2455418.3244  56.0052       1.79616239    6.2116E+33    55.9763       0.0417        2455418.3009  2455418.4490  2455418.3244  4.26312955    7.70102014    
005182832     2455462.0719  2455462.1332  2455462.1128  13.3640       0.31355025    1.4822E+33    14.5967       0.0417        2455462.0787  2455462.1285  2455462.0923  0.94522323    6.00271484    
005182832     2455605.0410  2455605.1023  2455605.0614  65.0038       2.10555283    7.6415E+33    58.6851       0.0255        2455605.0404  2455605.1449  2455605.0554  2.74746670    6.87937046    
005182832     2455666.8748  2455666.9361  2455666.9157  66.2092       1.77659534    7.6017E+33    70.2598       0.0331        2455666.8806  2455667.0243  2455666.9005  4.27166840    7.67928841    
005182832     2455781.4295  2455781.4908  2455781.4703  55.2973       1.62418198    6.0774E+33    54.1526       0.0269        2455781.4328  2455781.5272  2455781.4478  2.67438839    7.58629417    
005182832     2455812.8152  2455812.8970  2455812.8357  100.1614      3.78973268    1.6512E+34    99.9517       0.0417        2455812.8192  2455813.0360  2455812.8458  7.62432555    8.56265410    
005182832     2455861.5885  2455861.6702  2455861.6294  169.0198      6.59984451    2.9819E+34    168.9850      0.0417        2455861.5891  2455861.8969  2455861.6191  12.86583402   8.00901909    
005182832     2456000.3089  2456000.3702  2456000.3498  24.0792       0.83227544    2.8231E+33    24.0283       0.0417        2456000.3121  2456000.3847  2456000.3293  1.83292277    7.01063576    
005182832     2456011.8747  2456011.9155  2456011.8747  31.8801       0.56859120    1.8689E+33    31.7397       0.0417        2456011.8652  2456011.9596  2456011.8848  2.42670422    7.10624912    
005182832     2456065.5151  2456065.5764  2456065.5356  30.6433       0.98402867    3.5548E+33    31.3266       0.0230        2456065.5220  2456065.5771  2456065.5331  1.31835449    6.59172390    
005182832     2456104.6676  2456104.7493  2456104.6880  28.4942       1.23693000    4.9581E+33    29.9098       0.0343        2456104.6694  2456104.7667  2456104.6872  1.87823505    5.27051589    
005182832     2456359.2248  2456359.2861  2456359.2657  41.4500       1.66892724    4.8683E+33    60.4531       0.0549        2456359.2285  2456359.3737  2456359.2562  6.07754825    11.48000412   
